spread,target_median,number_KNN,ABS Metrics ,fsignal
,,,,
807,807,1,0,1
,,,,
157,157,1,0,1
,,,,
8401,8401,1,0,1
,,,,
8965,54296,2,-0.83,1
,,,,
8401,8401,1,0,1
,,,,
8965,54296,2,-0.83,1
,,,,
6664,6664,1,0,1
,,,,
6682,6682,1,0,1
,,,,
6664,6664,1,0,1
,,,,
6682,6682,1,0,1
,,,,
957,957,1,0,1
,,,,
196,196,1,0,1
,,,,
196,196,1,0,1
,,,,
196,196,1,0,1
,,,,
196,196,1,0,1
,,,,
364,364,1,0,1
,,,,
872,872,1,0,1
,,,,
872,872,1,0,1
,,,,
1042,1042,1,0,1
,,,,
1042,1042,1,0,1
,,,,
872,872,1,0,1
,,,,
872,872,1,0,1
,,,,
1042,1042,1,0,1
,,,,
1042,1042,1,0,1
,,,,
872,872,1,0,1
,,,,
872,872,1,0,1
,,,,
1042,1042,1,0,1
,,,,
1042,1042,1,0,1
,,,,
872,872,1,0,1
,,,,
872,872,1,0,1
,,,,
1042,1042,1,0,1
,,,,
1042,1042,1,0,1
,,,,
590,590,5,0,1
,,,,
430,430,1,0,1
,,,,
431,431,1,0,1
,,,,
839,672,17,0.25,1
,,,,
1154,656,22,0.76,1
,,,,
839,672,17,0.25,1
,,,,
1154,656,22,0.76,1
,,,,
2694,3950,2,-0.32,1
,,,,
7935,6368,2,0.25,1
,,,,
9753,21131,2,-0.54,1
,,,,
9753,21131,2,-0.54,1
,,,,
7935,6368,2,0.25,1
,,,,
9753,21131,2,-0.54,1
,,,,
9753,21131,2,-0.54,1
,,,,
7935,6368,2,0.25,1
,,,,
9753,21131,2,-0.54,1
,,,,
9753,21131,2,-0.54,1
,,,,
11917,9436,2,0.26,1
,,,,
20758,15911,2,0.3,1
,,,,
20758,15911,2,0.3,1
,,,,
12085,12524,2,-0.04,1
,,,,
11917,9436,2,0.26,1
,,,,
20758,15911,2,0.3,1
,,,,
20758,15911,2,0.3,1
,,,,
12085,12524,2,-0.04,1
,,,,
11917,9436,2,0.26,1
,,,,
20758,15911,2,0.3,1
,,,,
20758,15911,2,0.3,1
,,,,
12085,12524,2,-0.04,1
,,,,
11917,9436,2,0.26,1
,,,,
20758,15911,2,0.3,1
,,,,
20758,15911,2,0.3,1
,,,,
12085,12524,2,-0.04,1
,,,,
2306,2306,1,0,1
,,,,
2306,2306,1,0,1
,,,,
2306,2306,1,0,1
,,,,
2306,2306,1,0,1
,,,,
392,393,2,0,1
,,,,
178,217,2,-0.18,1
,,,,
959,833,9,0.15,1
,,,,
976,778,9,0.25,1
,,,,
959,833,9,0.15,1
,,,,
976,778,9,0.25,1
,,,,
1203,1150,10,0.05,1
,,,,
2345,2186,18,0.07,1
,,,,
233,186,50,0.25,1
,,,,
485,428,49,0.13,1
,,,,
407,407,46,0,1
,,,,
376,369,43,0.02,1
,,,,
322,337,39,-0.04,1
,,,,
485,428,49,0.13,1
,,,,
407,407,46,0,1
,,,,
376,369,43,0.02,1
,,,,
322,337,39,-0.04,1
,,,,
485,428,49,0.13,1
,,,,
407,407,46,0,1
,,,,
376,369,43,0.02,1
,,,,
322,337,39,-0.04,1
,,,,
485,428,49,0.13,1
,,,,
407,407,46,0,1
,,,,
376,369,43,0.02,1
,,,,
322,337,39,-0.04,1
,,,,
434,418,36,0.04,1
,,,,
792,792,16,0,1
,,,,
1382,1506,4,-0.08,1
,,,,
198,343,39,-0.42,1
,,,,
392,341,39,0.15,1
,,,,
198,343,39,-0.42,1
,,,,
392,341,39,0.15,1
,,,,
493,488,30,0.01,1
,,,,
401,404,7,-0.01,1
,,,,
493,488,30,0.01,1
,,,,
401,404,7,-0.01,1
,,,,
870,723,3,0.2,1
,,,,
625,466,36,0.34,1
,,,,
869,465,38,0.87,1
,,,,
707,451,40,0.57,1
,,,,
625,466,36,0.34,1
,,,,
869,465,38,0.87,1
,,,,
707,451,40,0.57,1
,,,,
625,466,36,0.34,1
,,,,
869,465,38,0.87,1
,,,,
707,451,40,0.57,1
,,,,
1095,982,2,0.12,1
,,,,
1157,851,3,0.36,1
,,,,
1095,982,2,0.12,1
,,,,
1157,851,3,0.36,1
,,,,
1995,1304,4,0.53,1
,,,,
1995,1304,4,0.53,1
,,,,
194,194,36,0,1
,,,,
426,416,34,0.02,1
,,,,
2070,2155,25,-0.04,1
,,,,
1109,792,12,0.4,1
,,,,
2162,2193,8,-0.01,1
,,,,
304,304,3,0,1
,,,,
304,304,3,0,1
,,,,
304,304,3,0,1
,,,,
304,304,3,0,1
,,,,
49466,49466,1,0,1
,,,,
294,215,2,0.37,1
,,,,
547,547,1,0,1
,,,,
547,547,1,0,1
,,,,
547,547,1,0,1
,,,,
547,547,1,0,1
,,,,
15440,15440,1,0,1
,,,,
372,372,1,0,1
,,,,
181,150,10,0.21,1
,,,,
205,198,4,0.04,1
,,,,
347,354,2,-0.02,1
,,,,
347,354,2,-0.02,1
,,,,
339,349,2,-0.03,1
,,,,
313,340,3,-0.08,1
,,,,
347,354,2,-0.02,1
,,,,
347,354,2,-0.02,1
,,,,
339,349,2,-0.03,1
,,,,
313,340,3,-0.08,1
,,,,
347,354,2,-0.02,1
,,,,
347,354,2,-0.02,1
,,,,
339,349,2,-0.03,1
,,,,
313,340,3,-0.08,1
,,,,
347,354,2,-0.02,1
,,,,
347,354,2,-0.02,1
,,,,
339,349,2,-0.03,1
,,,,
313,340,3,-0.08,1
,,,,
424,424,1,0,1
,,,,
456,456,1,0,1
,,,,
536,536,1,0,1
,,,,
899,979,2,-0.08,1
,,,,
624,837,2,-0.25,1
,,,,
899,979,2,-0.08,1
,,,,
624,837,2,-0.25,1
,,,,
851,1035,9,-0.18,1
,,,,
360,368,46,-0.02,1
,,,,
185,200,2,-0.07,1
,,,,
259,265,14,-0.02,1
,,,,
211,211,1,0,1
,,,,
2627,2627,1,0,1
,,,,
1279,1279,1,0,1
,,,,
310,310,1,0,1
,,,,
689,609,2,0.13,1
,,,,
689,609,2,0.13,1
,,,,
5212,5212,1,0,1
,,,,
4894,15199,2,-0.68,1
,,,,
3083,3083,1,0,1
,,,,
4894,15199,2,-0.68,1
,,,,
3083,3083,1,0,1
,,,,
4894,15199,2,-0.68,1
,,,,
3083,3083,1,0,1
,,,,
3163,3163,1,0,1
,,,,
3655,3655,1,0,1
,,,,
3163,3163,1,0,1
,,,,
3655,3655,1,0,1
,,,,
81705,81705,1,0,1
,,,,
81705,81705,1,0,1
,,,,
7215,7215,1,0,1
,,,,
4661,4661,1,0,1
,,,,
7215,7215,1,0,1
,,,,
4661,4661,1,0,1
,,,,
2390,2325,2,0.03,1
,,,,
760,760,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1467,1467,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1467,1467,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1464,1464,1,0,1
,,,,
1467,1467,1,0,1
,,,,
559,559,1,0,1
,,,,
156,182,15,-0.14,1
,,,,
377,377,29,0,1
,,,,
1009,1018,10,-0.01,1
,,,,
356,350,18,0.02,1
,,,,
786,786,3,0,1
,,,,
389,387,14,0.01,1
,,,,
315,349,2,-0.1,1
,,,,
389,387,14,0.01,1
,,,,
315,349,2,-0.1,1
,,,,
721,780,17,-0.08,1
,,,,
913,1102,15,-0.17,1
,,,,
2544,2619,5,-0.03,1
,,,,
174,174,32,0,1
,,,,
504,504,2,0,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1130,1093,6,0.03,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
2026,2238,11,-0.09,1
,,,,
2212,2191,26,0.01,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
2026,2238,11,-0.09,1
,,,,
2212,2191,26,0.01,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
2026,2238,11,-0.09,1
,,,,
2212,2191,26,0.01,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
2026,2238,11,-0.09,1
,,,,
2212,2191,26,0.01,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
1681,2276,18,-0.26,1
,,,,
2026,2238,11,-0.09,1
,,,,
2212,2191,26,0.01,1
,,,,
345,415,34,-0.17,1
,,,,
2847,2847,5,0,1
,,,,
206,206,1,0,1
,,,,
549,473,19,0.16,1
,,,,
513,445,14,0.15,1
,,,,
549,473,19,0.16,1
,,,,
513,445,14,0.15,1
,,,,
417,464,8,-0.1,1
,,,,
360,451,43,-0.2,1
,,,,
352,433,41,-0.19,1
,,,,
417,464,8,-0.1,1
,,,,
360,451,43,-0.2,1
,,,,
352,433,41,-0.19,1
,,,,
417,464,8,-0.1,1
,,,,
360,451,43,-0.2,1
,,,,
352,433,41,-0.19,1
,,,,
739,786,17,-0.06,1
,,,,
1056,1121,5,-0.06,1
,,,,
1288,1127,15,0.14,1
,,,,
900,1090,12,-0.17,1
,,,,
924,1098,11,-0.16,1
,,,,
1056,1121,5,-0.06,1
,,,,
1288,1127,15,0.14,1
,,,,
900,1090,12,-0.17,1
,,,,
924,1098,11,-0.16,1
,,,,
1056,1121,5,-0.06,1
,,,,
1288,1127,15,0.14,1
,,,,
900,1090,12,-0.17,1
,,,,
924,1098,11,-0.16,1
,,,,
1056,1121,5,-0.06,1
,,,,
1288,1127,15,0.14,1
,,,,
900,1090,12,-0.17,1
,,,,
924,1098,11,-0.16,1
,,,,
497,445,48,0.12,1
,,,,
806,826,29,-0.02,1
,,,,
700,826,29,-0.15,1
,,,,
806,826,29,-0.02,1
,,,,
700,826,29,-0.15,1
,,,,
1603,1604,10,0,1
,,,,
1413,1533,16,-0.08,1
,,,,
1603,1604,10,0,1
,,,,
1413,1533,16,-0.08,1
,,,,
4038,3585,2,0.13,1
,,,,
498,464,43,0.07,1
,,,,
351,351,43,0,1
,,,,
498,464,43,0.07,1
,,,,
351,351,43,0,1
,,,,
443,368,43,0.2,1
,,,,
441,359,43,0.23,1
,,,,
348,359,43,-0.03,1
,,,,
443,368,43,0.2,1
,,,,
441,359,43,0.23,1
,,,,
348,359,43,-0.03,1
,,,,
443,368,43,0.2,1
,,,,
441,359,43,0.23,1
,,,,
348,359,43,-0.03,1
,,,,
843,823,29,0.02,1
,,,,
843,823,29,0.02,1
,,,,
843,823,29,0.02,1
,,,,
843,823,29,0.02,1
,,,,
843,823,29,0.02,1
,,,,
843,823,29,0.02,1
,,,,
543,420,49,0.29,1
,,,,
543,420,49,0.29,1
,,,,
492,407,46,0.21,1
,,,,
367,337,39,0.09,1
,,,,
543,420,49,0.29,1
,,,,
543,420,49,0.29,1
,,,,
492,407,46,0.21,1
,,,,
367,337,39,0.09,1
,,,,
543,420,49,0.29,1
,,,,
543,420,49,0.29,1
,,,,
492,407,46,0.21,1
,,,,
367,337,39,0.09,1
,,,,
543,420,49,0.29,1
,,,,
543,420,49,0.29,1
,,,,
492,407,46,0.21,1
,,,,
367,337,39,0.09,1
,,,,
670,791,23,-0.15,1
,,,,
448,448,1,0,1
,,,,
353,353,1,0,1
,,,,
307,307,1,0,1
,,,,
353,353,1,0,1
,,,,
307,307,1,0,1
,,,,
74362,74362,1,0,1
,,,,
74362,74362,1,0,1
,,,,
74362,74362,1,0,1
,,,,
74362,74362,1,0,1
,,,,
6240,3745,2,0.67,1
,,,,
99742,99742,1,0,1
,,,,
342,317,2,0.08,1
,,,,
342,317,2,0.08,1
,,,,
342,317,2,0.08,1
,,,,
342,317,2,0.08,1
,,,,
2811,2811,1,0,1
,,,,
2066,2066,1,0,1
,,,,
2066,2066,1,0,1
,,,,
2811,2811,1,0,1
,,,,
2066,2066,1,0,1
,,,,
2066,2066,1,0,1
,,,,
2811,2811,1,0,1
,,,,
2066,2066,1,0,1
,,,,
2066,2066,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
4836,4836,1,0,1
,,,,
4401,4401,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3802,3802,1,0,1
,,,,
3062,3062,1,0,1
,,,,
29156,29156,1,0,1
,,,,
1895,1895,1,0,1
,,,,
29156,29156,1,0,1
,,,,
1895,1895,1,0,1
,,,,
8101,15640,2,-0.48,1
,,,,
8101,8101,1,0,1
,,,,
8101,15640,2,-0.48,1
,,,,
8101,8101,1,0,1
,,,,
788,788,1,0,1
,,,,
370,370,1,0,1
,,,,
370,370,1,0,1
,,,,
370,370,1,0,1
,,,,
370,370,1,0,1
,,,,
5260,52479,2,-0.9,1
,,,,
5260,52479,2,-0.9,1
,,,,
5260,52479,2,-0.9,1
,,,,
5260,52479,2,-0.9,1
,,,,
5260,52479,2,-0.9,1
,,,,
5260,52479,2,-0.9,1
,,,,
1034,1034,1,0,1
,,,,
280,280,1,0,1
,,,,
438,438,1,0,1
,,,,
7704,7704,1,0,1
,,,,
9890,9890,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
7704,7704,1,0,1
,,,,
9890,9890,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
7704,7704,1,0,1
,,,,
9890,9890,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
7704,7704,1,0,1
,,,,
9890,9890,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
7704,7704,1,0,1
,,,,
9890,9890,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
14589,14589,1,0,1
,,,,
99741,99741,1,0,1
,,,,
99741,99741,1,0,1
,,,,
604,604,1,0,1
,,,,
3123,3123,1,0,1
,,,,
3123,3123,1,0,1
,,,,
2764,2764,1,0,1
,,,,
3123,3123,1,0,1
,,,,
3123,3123,1,0,1
,,,,
2764,2764,1,0,1
,,,,
3123,3123,1,0,1
,,,,
3123,3123,1,0,1
,,,,
2764,2764,1,0,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
524,524,1,0,1
,,,,
666,666,1,0,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
441,452,2,-0.02,1
,,,,
535,508,2,0.05,1
,,,,
18646,18646,1,0,1
,,,,
403,403,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
99732,99732,1,0,1
,,,,
99703,99703,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99682,99682,1,0,1
,,,,
99675,99675,1,0,1
,,,,
12404,12404,1,0,1
,,,,
949,1067,2,-0.11,1
,,,,
1700,2132,22,-0.2,1
,,,,
3678,3678,1,0,1
,,,,
464,464,14,0,1
,,,,
411,476,10,-0.14,1
,,,,
268,350,41,-0.23,1
,,,,
464,464,14,0,1
,,,,
411,476,10,-0.14,1
,,,,
268,350,41,-0.23,1
,,,,
464,464,14,0,1
,,,,
411,476,10,-0.14,1
,,,,
268,350,41,-0.23,1
,,,,
834,834,2,0,1
,,,,
57,58,9,-0.02,1
,,,,
381,391,29,-0.03,1
,,,,
217,323,27,-0.33,1
,,,,
145,154,30,-0.06,1
,,,,
206,302,31,-0.32,1
,,,,
206,302,31,-0.32,1
,,,,
2345,2345,1,0,1
,,,,
2345,2345,1,0,1
,,,,
2345,2345,1,0,1
,,,,
2345,2345,1,0,1
,,,,
488,568,2,-0.14,1
,,,,
488,568,2,-0.14,1
,,,,
488,568,2,-0.14,1
,,,,
488,568,2,-0.14,1
,,,,
907,907,1,0,1
,,,,
533,533,1,0,1
,,,,
533,533,1,0,1
,,,,
533,533,1,0,1
,,,,
533,533,1,0,1
,,,,
3127,3127,1,0,1
,,,,
2252,2252,1,0,1
,,,,
576,576,1,0,1
,,,,
576,576,1,0,1
,,,,
576,576,1,0,1
,,,,
576,576,1,0,1
,,,,
1128,1128,1,0,1
,,,,
1128,1128,1,0,1
,,,,
1128,1128,1,0,1
,,,,
1128,1128,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1409,1409,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1409,1409,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1175,1175,1,0,1
,,,,
1409,1409,1,0,1
,,,,
8389,8389,1,0,1
,,,,
8956,7954,2,0.13,1
,,,,
8956,7954,2,0.13,1
,,,,
8956,7954,2,0.13,1
,,,,
8956,7954,2,0.13,1
,,,,
677,677,1,0,1
,,,,
343,343,1,0,1
,,,,
677,677,1,0,1
,,,,
343,343,1,0,1
,,,,
3589,3589,1,0,1
,,,,
516,516,3,0,1
,,,,
597,744,2,-0.2,1
,,,,
516,516,3,0,1
,,,,
597,744,2,-0.2,1
,,,,
732,759,2,-0.04,1
,,,,
418,785,3,-0.47,1
,,,,
732,759,2,-0.04,1
,,,,
418,785,3,-0.47,1
,,,,
1393,1253,3,0.11,1
,,,,
1049,1049,1,0,1
,,,,
762,762,1,0,1
,,,,
1733,1733,1,0,1
,,,,
762,762,1,0,1
,,,,
1733,1733,1,0,1
,,,,
380,462,38,-0.18,1
,,,,
245,434,40,-0.44,1
,,,,
380,462,38,-0.18,1
,,,,
245,434,40,-0.44,1
,,,,
515,416,34,0.24,1
,,,,
791,791,1,0,1
,,,,
180,180,1,0,1
,,,,
386,430,36,-0.1,1
,,,,
158,158,1,0,1
,,,,
158,158,1,0,1
,,,,
178,178,1,0,1
,,,,
158,158,1,0,1
,,,,
158,158,1,0,1
,,,,
178,178,1,0,1
,,,,
158,158,1,0,1
,,,,
158,158,1,0,1
,,,,
178,178,1,0,1
,,,,
273,273,1,0,1
,,,,
1104,1083,21,0.02,1
,,,,
1794,2009,28,-0.11,1
,,,,
1073,791,23,0.36,1
,,,,
140,167,25,-0.16,1
,,,,
256,369,43,-0.31,1
,,,,
251,338,39,-0.26,1
,,,,
256,369,43,-0.31,1
,,,,
251,338,39,-0.26,1
,,,,
826,826,29,0,1
,,,,
501,480,6,0.04,1
,,,,
345,338,39,0.02,1
,,,,
345,338,39,0.02,1
,,,,
501,480,6,0.04,1
,,,,
345,338,39,0.02,1
,,,,
345,338,39,0.02,1
,,,,
501,480,6,0.04,1
,,,,
345,338,39,0.02,1
,,,,
345,338,39,0.02,1
,,,,
955,946,3,0.01,1
,,,,
1317,1395,11,-0.06,1
,,,,
118,153,19,-0.23,1
,,,,
271,315,32,-0.14,1
,,,,
340,363,43,-0.06,1
,,,,
91,91,5,0,1
,,,,
215,194,2,0.11,1
,,,,
247,247,1,0,1
,,,,
154,154,3,0,1
,,,,
535,535,1,0,1
,,,,
535,535,1,0,1
,,,,
535,535,1,0,1
,,,,
535,535,1,0,1
,,,,
287,287,1,0,1
,,,,
936,936,1,0,1
,,,,
1532,1532,1,0,1
,,,,
1137,1137,1,0,1
,,,,
566,250,3,1.26,1
,,,,
666,319,3,1.09,1
,,,,
866,866,1,0,1
,,,,
96,96,1,0,1
,,,,
182,170,17,0.07,1
,,,,
570,377,32,0.51,1
,,,,
457,367,42,0.25,1
,,,,
570,377,32,0.51,1
,,,,
457,367,42,0.25,1
,,,,
181,181,1,0,1
,,,,
181,181,1,0,1
,,,,
181,181,1,0,1
,,,,
181,181,1,0,1
,,,,
231,229,4,0.01,1
,,,,
364,371,6,-0.02,1
,,,,
636,636,1,0,1
,,,,
1243,1243,1,0,1
,,,,
1184,1184,1,0,1
,,,,
1280,1001,2,0.28,1
,,,,
1243,1243,1,0,1
,,,,
1184,1184,1,0,1
,,,,
1280,1001,2,0.28,1
,,,,
1243,1243,1,0,1
,,,,
1184,1184,1,0,1
,,,,
1280,1001,2,0.28,1
,,,,
736,677,24,0.09,1
,,,,
384,277,3,0.39,1
,,,,
102,151,20,-0.32,1
,,,,
119,146,26,-0.18,1
,,,,
62,65,33,-0.05,1
,,,,
116,125,3,-0.07,1
,,,,
116,125,3,-0.07,1
,,,,
250,250,1,0,1
,,,,
369,263,13,0.4,1
,,,,
407,269,14,0.51,1
,,,,
365,265,14,0.38,1
,,,,
369,263,13,0.4,1
,,,,
407,269,14,0.51,1
,,,,
365,265,14,0.38,1
,,,,
369,263,13,0.4,1
,,,,
407,269,14,0.51,1
,,,,
365,265,14,0.38,1
,,,,
281,281,3,0,1
,,,,
283,241,3,0.17,1
,,,,
281,281,3,0,1
,,,,
283,241,3,0.17,1
,,,,
270,270,1,0,1
,,,,
193,162,19,0.19,1
,,,,
212,265,4,-0.2,1
,,,,
190,237,4,-0.2,1
,,,,
212,265,4,-0.2,1
,,,,
190,237,4,-0.2,1
,,,,
1641,2088,9,-0.21,1
,,,,
1993,2078,11,-0.04,1
,,,,
1641,2088,9,-0.21,1
,,,,
1993,2078,11,-0.04,1
,,,,
2506,2193,8,0.14,1
,,,,
2801,2155,25,0.3,1
,,,,
2506,2193,8,0.14,1
,,,,
2801,2155,25,0.3,1
,,,,
648,435,6,0.49,1
,,,,
480,351,8,0.37,1
,,,,
648,435,6,0.49,1
,,,,
480,351,8,0.37,1
,,,,
520,320,3,0.62,1
,,,,
487,324,4,0.5,1
,,,,
520,320,3,0.62,1
,,,,
487,324,4,0.5,1
,,,,
542,519,2,0.04,1
,,,,
446,300,5,0.49,1
,,,,
542,519,2,0.04,1
,,,,
446,300,5,0.49,1
,,,,
894,752,3,0.19,1
,,,,
319,319,3,0,1
,,,,
638,673,4,-0.05,1
,,,,
133,129,19,0.03,1
,,,,
766,672,17,0.14,1
,,,,
490,471,38,0.04,1
,,,,
1107,1107,5,0,1
,,,,
2204,2219,26,-0.01,1
,,,,
614,473,17,0.3,1
,,,,
1427,869,8,0.64,1
,,,,
1050,841,9,0.25,1
,,,,
1427,869,8,0.64,1
,,,,
1050,841,9,0.25,1
,,,,
578,578,1,0,1
,,,,
515,515,1,0,1
,,,,
578,578,1,0,1
,,,,
515,515,1,0,1
,,,,
1039,1105,6,-0.06,1
,,,,
10939,10939,1,0,1
,,,,
1163,8218,2,-0.86,1
,,,,
1397,1397,1,0,1
,,,,
6873,6873,1,0,1
,,,,
11510,11510,1,0,1
,,,,
16873,16873,1,0,1
,,,,
1397,1397,1,0,1
,,,,
6873,6873,1,0,1
,,,,
11510,11510,1,0,1
,,,,
16873,16873,1,0,1
,,,,
1397,1397,1,0,1
,,,,
6873,6873,1,0,1
,,,,
11510,11510,1,0,1
,,,,
16873,16873,1,0,1
,,,,
1397,1397,1,0,1
,,,,
6873,6873,1,0,1
,,,,
11510,11510,1,0,1
,,,,
16873,16873,1,0,1
,,,,
1397,1397,1,0,1
,,,,
6873,6873,1,0,1
,,,,
11510,11510,1,0,1
,,,,
16873,16873,1,0,1
,,,,
4097,4097,1,0,1
,,,,
4097,4097,1,0,1
,,,,
4097,4097,1,0,1
,,,,
4097,4097,1,0,1
,,,,
7064,7064,1,0,1
,,,,
7831,7831,1,0,1
,,,,
7064,7064,1,0,1
,,,,
7831,7831,1,0,1
,,,,
110,110,1,0,1
,,,,
110,110,1,0,1
,,,,
112,112,1,0,1
,,,,
112,112,1,0,1
,,,,
110,110,1,0,1
,,,,
110,110,1,0,1
,,,,
112,112,1,0,1
,,,,
112,112,1,0,1
,,,,
110,110,1,0,1
,,,,
110,110,1,0,1
,,,,
112,112,1,0,1
,,,,
112,112,1,0,1
,,,,
110,110,1,0,1
,,,,
110,110,1,0,1
,,,,
112,112,1,0,1
,,,,
112,112,1,0,1
,,,,
133,133,1,0,1
,,,,
133,133,1,0,1
,,,,
133,133,1,0,1
,,,,
133,133,1,0,1
,,,,
170,170,1,0,1
,,,,
190,190,1,0,1
,,,,
190,190,1,0,1
,,,,
228,228,1,0,1
,,,,
170,170,1,0,1
,,,,
190,190,1,0,1
,,,,
190,190,1,0,1
,,,,
228,228,1,0,1
,,,,
170,170,1,0,1
,,,,
190,190,1,0,1
,,,,
190,190,1,0,1
,,,,
228,228,1,0,1
,,,,
170,170,1,0,1
,,,,
190,190,1,0,1
,,,,
190,190,1,0,1
,,,,
228,228,1,0,1
,,,,
541,541,1,0,1
,,,,
84,84,1,0,1
,,,,
84,84,1,0,1
,,,,
87,87,1,0,1
,,,,
84,84,1,0,1
,,,,
84,84,1,0,1
,,,,
87,87,1,0,1
,,,,
84,84,1,0,1
,,,,
84,84,1,0,1
,,,,
